	label	mc	mc_onset	mn_onset
0	Key=A	0	0	1/4
1	Esus4	0	0	1/4
2	A	1	0	0
3	Key=D	2	0	0
4	A7/G	2	0	0
5	A	3	0	0
6	D/F#	4	0	0
7	Key=A	5	0	0
8	E7	5	0	0
9	Esus2add7/G#	6	0	0
10	E7/G#	6	1/4	1/4
11	Asus4	7	0	0
12	Key=D	9	0	0
13	C#o	9	0	0
14	A	10	0	0
15	D	11	0	0
16	A	12	0	0
17	Key=A	12	1/4	1/4
18	G#o/B	12	1/4	1/4
19	Key=D	13	0	0
20	Bm/D	13	0	0
21	A7	14	0	0
22	F#o7/C	20	1/4	1/4
23	A7	21	0	0
24	Key=A	21	1/4	1/4
25	G#o7/D	21	1/4	1/4
26	Key=D	22	0	0
27	A7	22	0	0
28	D	23	0	0
29	A7	24	0	0
30	D	26	0	0
31	Bm7	27	0	0
32	A	28	0	0
33	Key=A	29	0	0
34	E7	29	0	0
35	Key=D	30	0	0
36	A7	30	0	0
37	D	31	0	0
38	A7	32	0	0
39	D	34	0	0
40	Key=A	35	0	0
41	E7/G#	35	0	0
42	Key=D	36	0	0
43	D	36	0	0
44	A7	37	0	0
45	D	38	0	0
46	Key=A	39	1/4	1/4
47	E7	39	1/4	1/4
48	A	42	0	0
49	E7	43	1/4	1/4
50	A	45	0	0
51	E7add-3	47	0	0
52	A	49	1/4	1/4
53	E7	52	0	0
54	A	52	1/4	1/4
55	B7	53	0	0
56	E7	54	0	0
57	Key=D	54	1/4	1/4
58	A	54	1/4	1/4
59	A76	55	1/4	1/4
60	D	56	0	0
61	A/C#	60	0	0
