	label	mc	mc_onset	mn_onset
0	Key=C	0	0	1/4
1	G	0	0	1/4
2	C/E	1	0	0
3	G	2	0	0
4	C	2	1/4	1/4
5	E7/G#	4	0	0
6	G/B	6	0	0
7	Key=G	7	0	0
8	G	7	0	0
9	F#o	8	0	0
10	G	8	1/4	1/4
11	C	9	0	0
12	F#o	9	1/4	1/4
13	Key=C	10	0	0
14	G	10	0	0
15	C	11	0	0
16	Key=G	13	0	0
17	F#o7	13	0	0
18	Key=C	14	0	0
19	C6	14	0	0
20	E	14	1/4	1/4
21	Am	15	0	0
22	G/B	15	1/4	1/4
23	C	16	0	0
24	G/D	16	1/4	1/4
25	C	17	0	0
26	G/B	17	1/4	1/4
27	C	18	0	0
28	G/B	18	1/4	1/4
29	Key=a	19	0	0
30	E7/D	19	0	0
31	Key=C	20	0	0
32	Em	20	0	0
33	Key=a	20	1/4	1/4
34	E	20	1/4	1/4
35	G/B	22	0	0
36	G#o	22	1/4	1/4
37	Asus4	23	0	0
38	G#o	23	1/4	1/4
39	Key=C	24	0	0
40	G	24	0	0
41	G/D	24	1/4	1/4
42	C	25	0	0
43	G/B	25	1/4	1/4
44	C	26	0	0
45	G/B	26	1/4	1/4
46	Key=a	27	0	0
47	E	27	0	0
48	E/G#	27	1/4	1/4
49	Key=G	28	0	0
50	G/B	28	0	0
51	Key=a	29	0	0
52	E	29	0	0
53	Key=G	29	1/4	1/4
54	Em	29	1/4	1/4
55	G/B	30	1/4	1/4
56	D/A	31	0	0
57	D	31	1/4	1/4
58	G	32	0	0
59	F#o/C	33	1/4	1/4
60	C/E	35	0	0
61	D	35	1/4	1/4
62	Key=C	36	0	0
63	C	36	0	0
64	Am	37	1/4	1/4
65	F/A	38	0	0
66	B-	39	0	0
67	G	40	0	0
68	Key=F	40	1/4	1/4
69	Eo	40	1/4	1/4
70	Key=d	42	0	0
71	F	42	0	0
72	Dm	43	0	0
73	A	44	0	0
74	Dm	45	0	0
75	A	46	3/8	3/8
76	Key=C	47	0	0
77	Gm/B-	47	0	0
78	C	48	0	0
79	G	49	0	0
80	C/E	49	1/4	1/4
81	F	50	0	0
82	Gsus4	50	1/4	1/4
