	label	mc	mc_onset	mn_onset
0	Key=C	0	0	0
1	C	0	0	0
2	Key=G	2	0	0
3	D7/A	2	0	0
4	Key=C	4	0	0
5	G7	4	0	0
6	C	6	0	0
7	G	8	0	0
8	Key=G	12	0	0
9	D7	12	0	0
10	Key=C	13	0	0
11	Gsus4	13	0	0
12	G7	14	0	0
13	C	16	0	0
14	Key=G	18	0	0
15	D7/F#	18	0	0
16	Key=C	20	0	0
17	G7	20	0	0
18	C	22	0	0
19	F	24	0	0
20	C	26	0	0
21	Key=G	28	0	0
22	D7	28	0	0
23	Key=C	29	0	0
24	G7	29	0	0
25	C	30	0	0
26	Am	31	1/4	1/4
27	Key=a	32	0	0
28	E7/G#	32	0	0
29	Key=C	34	0	0
30	Asus4	34	0	0
31	Key=G	36	0	0
32	D7	36	0	0
33	Key=C	38	0	0
34	Gsus4	38	0	0
35	F	40	0	0
36	C	42	0	0
37	F	44	0	0
38	G7	45	0	0
39	C	46	0	0
40	F	49	0	0
41	C/E	51	0	0
42	Dm	53	0	0
43	Key=d	55	0	0
44	A	55	0	0
45	Key=C	57	0	0
46	B-	57	0	0
47	Key=F	59	0	0
48	F	59	0	0
49	Key=C	61	0	0
50	G7	61	0	0
51	Key=F	63	0	0
52	C7	63	0	0
53	Key=C	65	0	0
54	F	65	0	0
55	C	67	0	0
56	Dm	69	0	0
57	Key=d	71	0	0
58	A7/G	71	0	0
59	Key=C	73	0	0
60	B-	73	0	0
61	F	75	0	0
62	G7	77	0	0
63	C	78	0	0
64	F	79	0	0
65	F#	79	1/4	1/4
66	G7	80	0	0
