	label	mc	mc_onset	mn_onset
0	Key=a	0	0	3/16
1	E	0	0	3/16
2	Am	1	0	0
3	E/B	4	0	0
4	Am/C	5	0	0
5	Bo/D	6	0	0
6	E7/B	7	0	0
7	Am/C	8	0	0
8	Am	9	0	0
9	E	10	0	0
10	C#o7/B-	11	0	0
11	A	12	0	0
12	Dm/F	13	0	0
13	Bo/D	13	1/4	1/4
14	E	14	0	0
15	Am	15	0	0
16	E/G#	15	1/4	1/4
17	Am	16	0	0
18	E7	17	0	0
19	Am	18	0	0
20	E	19	0	0
21	Dm	19	1/4	1/4
22	C#o	20	0	0
23	Am/C	21	0	0
24	D7	22	0	0
25	E7/B	23	0	0
26	Am	24	0	0
27	A/C#	25	1/4	1/4
28	F#m	26	0	0
29	G#o	27	1/4	1/4
30	E7/D	28	0	0
31	E	29	0	0
32	Key=f#	30	0	0
33	C#	30	0	0
34	Key=E	31	0	0
35	B/D#	31	0	0
36	Key=f#	32	0	0
37	Bm/D	32	0	0
38	C#7	33	0	0
39	Key=A	34	0	0
40	F#m	34	0	0
41	E7/D	36	0	0
42	E	37	0	0
43	C#	38	0	0
44	Key=E	39	0	0
45	F#m7/E	39	0	0
46	Key=A	40	0	0
47	Bm	40	0	0
48	E7/D	40	1/4	1/4
49	Key=a	41	0	0
50	Esus4	41	0	0
