	label	mc	mc_onset	mn_onset
0	Key=F	0	1/16	5/16
1	Gm	0	1/16	5/16
2	C7/E	1	0	0
3	Eo	1	1/4	1/4
4	Key=C	2	0	0
5	G7	2	0	0
6	Key=F	3	0	0
7	Gsus2	3	0	0
8	Gm	3	1/16	1/16
9	F7	3	1/4	1/4
10	C7	4	0	0
11	F6	5	0	0
12	F	5	1/16	1/16
13	C7	5	1/4	1/4
14	F	6	0	0
15	Gm	8	0	0
16	Key=g	9	0	0
17	C#o	9	0	0
18	D7	9	1/4	1/4
19	Key=F	10	0	0
20	Gm	10	0	0
21	C7	11	0	0
22	Fsus2add7	12	0	0
23	F7	12	3/16	3/16
24	C	13	0	0
25	F	14	0	0
26	Key=g	15	0	0
27	D7	15	0	0
28	Key=F	16	0	0
29	Gsus4	16	0	0
30	B-sus4	17	0	0
31	Key=C	17	1/4	1/4
32	G7/B	17	1/4	1/4
33	Key=F	18	0	0
34	F6	18	0	0
35	Key=C	19	0	0
36	G7	19	0	0
37	Key=F	19	1/4	1/4
38	C7	19	1/4	1/4
39	F	20	0	0
40	Key=C	21	0	0
41	G7	21	0	0
42	Key=F	22	0	0
43	Asus4/C#	22	0	0
44	Key=d	23	0	0
45	A7	23	0	0
46	Key=F	24	0	0
47	Dm	24	0	0
48	F7	25	0	0
49	C	26	0	0
50	Key=C	28	0	0
51	G/B	28	0	0
52	Key=F	29	0	0
53	C	29	0	0
54	Key=Bb	31	0	0
55	F7	31	0	0
56	B-	32	0	0
57	Key=g	33	0	0
58	D7	33	0	0
59	Key=Bb	34	0	0
60	Gm/B-	34	0	0
61	Key=F	35	0	0
62	C7/E	35	0	0
63	Key=Bb	36	0	0
64	B-6	36	0	0
65	F7	37	0	0
66	B-sus2	38	0	0
67	F7	39	0	0
68	B-	40	0	0
69	Key=g	41	0	0
70	F#o7/C	41	0	0
71	Key=C	42	0	0
72	G7	42	0	0
73	Key=F	43	0	0
74	C7/E	43	0	0
75	Key=C	44	0	0
76	G7/D	44	0	0
77	Key=F	45	0	0
78	Gsus2	45	0	0
79	Gm	45	1/16	1/16
80	Key=Bb	45	1/4	1/4
81	F7	45	1/4	1/4
82	Key=F	46	0	0
83	C7	46	0	0
