0,0,1,F,I,M,0
0,1,2,F,VI,D7,0
1,2,4,F,II,D7,0
2,4,6,F,V,D7,0
3,6,8,F,I,M,0
4,8,10,F,I,M,0
5,10,12,F,III,m,0
6,12,14,F,VII,D7,0
7,14,16,F,V,D7,0
8,16,17,F,I,M,0
8,17,18,F,VI,D7,0
9,18,20,F,II,D7,0
10,20,22,F,V,D7,0
11,22,23,F,I,M,0
11,23,24,F,VI,D7,0
12,24,25,F,II,m,0
12,25,26,F,#II,d,0
13,26,28,F,I,M,0
14,28,30,F,V,D7,0
15,30,32,F,I,M,0
16,32,34,F,I,M,0
17,34,36,C,I,M,0
18,36,38,C,II,D7,0
19,38,40,C,V,D7,0
20,40,42,C,I,M,0
21,42,44,C,I,M,0
22,44,46,C,V,M,0
23,46,47,C,VII,D7,0
23,47,48,C,II,D7,0
24,48,50,C,V,D7,0
25,50,52,C,I,M,0
26,52,54,C,II,D7,0
27,54,56,C,V,D7,0
28,56,57,C,I,M,0
28,57,58,C,I,D7,0
29,58,59,C,IV,M,0
29,59,60,C,IV,d,0
30,60,62,C,I,M,0
31,62,63,C,II,D7,0
31,63,64,C,V,D7,0
32,64,66,C,I,M,0
33,66,68,C,I,M,0
34,68,70,C,IV,M,0
35,70,72,Bb,I,M,0
36,72,74,Bb,II,D7,0
37,74,76,Bb,V,D7,0
38,76,78,Bb,I,M,0
39,78,80,Bb,I,M,0
40,80,82,Bb,III,m,0
41,82,84,Bb,VII,D7,0
42,84,85,Bb,III,m,0
42,85,86,Bb,V,D7,0
43,86,88,Bb,I,M,0
44,88,90,Bb,II,D7,0
45,90,92,Bb,III,D7,0
46,92,94,Bb,VI,m,0
47,94,95,Bb,II,M,0
47,95,96,Bb,II,D7,0
48,96,97,Bb,I,M,0
48,97,98,Bb,VI,D7,0
49,98,99,Bb,II,D7,0
49,99,100,Bb,V,D7,0
50,100,102,Bb,I,M,0
51,102,104,Bb,I,M,0
