0,0,2,C,I,M,0
1,2,3,C,#I,d,0
1,3,4,C,II,m,0
2,4,6,C,V,D7,0
3,6,8,C,I,M,0
4,8,10,C,VI,D7,0
5,10,12,C,II,m,0
6,12,14,C,V,D7,0
7,14,16,C,I,M,0
8,16,18,C,I,M,0
9,18,19,C,#I,d,0
9,19,20,C,II,m,0
10,20,22,C,III,D7,0
11,22,24,C,VI,m,0
12,24,26,C,#IV,d,0
13,26,27,C,I,M,0
13,27,28,C,VI,D7,0
14,28,29,C,II,m,0
14,29,30,C,V,D7,0
15,30,32,C,I,M,0
16,32,34,G,I,M,0
17,34,36,G,II,m,0
18,36,38,G,V,D7,0
19,38,40,G,I,M,0
20,40,42,G,I,M,0
21,42,44,G,II,D7,0
22,44,46,G,V,D7,0
23,46,48,G,I,M,0
24,48,50,G,I,M,0
25,50,52,G,II,m,0
26,52,54,G,III,D7,0
27,54,56,G,VI,m,0
28,56,58,G,#IV,d,0
29,58,60,G,I,M,0
30,60,61,G,II,m,0
30,61,62,G,V,D7,0
31,62,64,G,I,M,0
32,64,66,F,I,M,0
33,66,68,F,II,m,0
34,68,70,F,V,D7,0
35,70,72,F,I,M,0
36,72,74,F,VI,D7,0
37,74,76,F,II,m,0
38,76,78,F,V,D7,0
39,78,80,F,I,M,0
40,80,82,F,I,M,0
41,82,84,F,II,m,0
42,84,86,F,III,D7,0
43,86,88,F,VI,m,0
44,88,90,F,#V,D7,0
45,90,92,F,I,M,0
46,92,93,F,II,m,0
46,93,94,F,V,D7,0
47,94,96,F,I,M,0
