0,0,3,D,I,M,0
1,3,6,D,I,M,0
2,6,9,D,IV,m,0
3,9,12,D,I,M,0
4,12,18,D,I,M,0
6,18,21,D,IV,M,0
7,21,24,D,I,M,0
8,24,27,D,bIII,M,0
9,27,30,D,bVII,D7,0
10,30,33,D,bIII,M,0
11,33,36,D,bIII,M,0
12,36,39,D,V,M,0
13,39,42,D,II,D7,0
14,42,45,D,V,M,0
15,45,48,D,V,D7,0
16,48,51,D,I,M,0
17,51,54,D,I,M,0
18,54,57,D,IV,m,0
19,57,60,D,I,M,0
20,60,63,D,I,M,0
21,63,66,D,I,M,0
22,66,69,D,IV,M,0
23,69,72,D,I,M,0
24,72,75,D,III,D7,0
25,75,78,D,III,D7,0
26,78,81,D,VI,m,0
27,81,84,D,IV,M,0
28,84,87,D,I,M,0
29,87,90,D,V,D7,0
30,90,96,D,I,M,0
32,96,99,b,I,m,0
33,99,102,b,IV,m,0
34,102,105,b,V,D7,0
35,105,108,b,I,m,0
36,108,111,b,IV,m,0
37,111,114,b,I,m,0
38,114,117,b,V,D7,0
39,117,120,b,I,m,0
40,120,123,b,I,m,0
41,123,126,b,IV,m,0
42,126,129,b,V,D7,0
43,129,132,b,I,m,0
44,132,135,b,IV,m,0
45,135,138,b,I,m,0
46,138,140,b,II,D7,0
46,140,141,b,V,D7,0
47,141,147,b,I,m,0
49,147,150,G,I,M,0
50,150,153,G,VI,D7,0
51,153,159,G,II,m,0
53,159,162,G,V,D7,0
54,162,165,G,V,D7,0
55,165,168,G,I,M,0
56,168,171,G,V,D7,0
57,171,174,G,I,M,0
58,174,177,G,VI,m,0
59,177,183,G,III,m,0
61,183,186,G,#IV,D7,0
62,186,189,G,VII,D7,0
63,189,192,G,III,m,0
64,192,195,G,V,D7,0
65,195,198,G,I,M,0
66,198,201,G,I,D7,0
67,201,204,G,IV,M,0
68,204,207,G,I,D7,0
69,207,210,G,IV,D7,0
70,210,213,G,IV,D7,0
71,213,219,G,bVII,M,0
73,219,222,G,III,D7,0
74,222,225,G,III,D7,0
75,225,228,G,VI,m,0
76,228,231,G,#IV,d,0
77,231,234,G,I,M,0
78,234,237,G,V,D7,0
79,237,243,G,I,M,0
