1,0,3,e,I,m,0
2,3,6,e,V,D7,0
3,6,9,e,VII,m,0
4,9,12,e,I,D7,0
5,12,15,e,IV,m,0
6,15,18,e,VI,M,0
7,18,21,e,I,m,0
8,21,24,e,I,m,0
9,24,27,e,II,h7,0
10,27,30,e,V,D7,0
11,30,33,e,I,m,0
12,33,36,e,II,D7,0
13,36,39,e,V,M,0
14,39,42,e,II,D7,0
15,42,45,e,V,M,0
16,45,48,e,IV,m,0
17,48,51,e,I,m,0
18,51,54,e,V,D7,0
19,54,57,e,VII,m,0
20,57,60,e,I,D7,0
21,60,63,e,IV,m,0
22,63,66,e,VI,M,0
23,66,69,e,I,m,0
24,69,72,e,I,m,0
25,72,75,e,#IV,d,0
26,75,78,e,IV,m,0
27,78,81,e,I,m,0
28,81,84,e,IV,m,0
29,84,87,e,VI,M,0
30,87,90,e,V,D7,0
31,90,93,e,I,m,0
32,93,96,e,I,m,0
33,96,99,G,II,m7,0
34,99,102,G,V,M,0
35,102,105,G,I,M,0
36,105,108,G,I,M,0
37,108,111,G,II,m7,0
38,111,114,G,V,D7,0
39,114,117,G,I,M,0
40,117,119,G,I,M,0
40,119,120,G,bIII,d,0
41,120,123,G,II,m7,0
42,123,126,G,V,D7,0
43,126,129,G,I,M,0
44,129,132,G,VII,D7,0
45,132,135,G,III,m,0
46,135,138,G,II,D7,0
47,138,141,G,V,M,0
48,141,144,G,V,D7,0
49,144,147,G,II,m7,0
50,147,150,G,V,M,0
51,150,153,G,I,M,0
52,153,156,G,I,M,0
53,156,159,G,II,m7,0
54,159,162,G,V,D7,0
55,162,168,G,I,M,0
57,168,171,G,V,m,0
58,171,174,G,VI,D7,0
59,174,177,G,II,m,0
60,177,180,G,bVI,D7,0
61,180,183,G,I,M,0
62,183,186,G,V,D7,0
63,186,189,G,I,M,0
64,189,192,G,I,M,0
65,192,195,C,I,M,0
66,195,198,C,VI,D7,0
67,198,201,C,II,m,0
68,201,204,C,II,m,0
69,204,207,C,V,D7,0
70,207,210,C,IV,M,0
71,210,216,C,I,M,0
73,216,219,C,VII,h7,0
74,219,222,C,III,D7,0
75,222,225,C,VI,m,0
76,225,228,C,VI,m,0
77,228,231,C,III,m,0
78,231,234,C,VII,D7,0
79,234,237,C,III,m,0
80,237,240,C,V,D7,0
81,240,243,C,I,M,0
82,243,246,C,VI,D7,0
83,246,249,C,II,m,0
84,249,252,C,II,m,0
85,252,255,C,V,D7,0
86,255,258,C,IV,M,0
87,258,261,C,I,M,0
88,261,264,C,I,M,0
89,264,267,C,VII,h7,0
90,267,270,C,III,D7,0
91,270,273,C,VI,m,0
92,273,276,C,IV,M,0
93,276,279,C,I,M,0
94,279,282,C,V,D7,0
95,282,285,C,I,M,0
96,285,288,C,I,M,0
