2,4,G,I,M,0
4,6,G,II,m7,0
6,8,G,V,D7,0
8,10,G,I,M,0
10,12,G,VI,D7,0
12,13,G,II,m,0
13,14,G,bIII,d,0
14,15,G,I,M,0
15,31/2,G,II,h7,0
31/2,16,G,V,D7,0
16,18,G,I,M,0
18,20,G,I,M,0
20,22,D,VI,D7,0
22,24,D,II,m,0
24,26,D,VI,D7,0
26,27,D,II,m,0
27,28,D,II,D7,0
28,30,D,V,D7,0
30,31,D,I,M,0
31,32,D,IV,m,0
32,33,D,I,M,0
33,34,D,V,D7,0
34,36,D,I,M,0
36,38,D,I,M,0
38,40,D,IV,M,0
40,42,D,V,m7,0
42,44,G,V,D7,0
44,46,G,I,M,0
46,48,G,VI,D7,0
48,49,G,II,m,0
49,50,G,bIII,d,0
50,51,G,I,M,0
51,52,G,V,D7,0
52,54,G,I,M,0
54,56,C,V,D7,0
56,58,C,V,D7,0
58,60,C,I,M,0
60,62,C,VI,D7,0
62,64,C,II,D7,0
64,66,C,V,D7,0
66,68,C,I,M,0
68,70,C,I,M,0
70,72,C,V,D7,0
72,74,C,V,D7,0
74,76,C,I,M,0
76,77,C,I,M,0
77,78,C,III,D7,0
78,79,C,II,m,0
79,80,C,II,D7,0
80,81,C,I,M,0
81,82,C,I,M,0
82,83,C,II,m,0
83,84,C,V,D7,0
84,86,C,I,M,0
