3,6,C,#IV,d,0
6,9,C,V,D7,0
9,15,C,I,M,0
15,21,C,V,D7,0
21,27,C,I,M,0
27,30,C,#IV,d,0
30,33,C,V,D7,0
33,39,C,I,M,0
39,42,C,V,M,0
42,45,C,II,D7,0
45,51,C,V,M,0
51,54,C,#IV,d,0
54,57,C,V,D7,0
57,63,C,I,M,0
63,69,C,V,D7,0
69,75,C,I,M,0
75,78,C,#IV,d,0
78,81,C,V,D7,0
81,84,C,I,M,0
84,87,C,IV,M,0
87,90,C,I,M,0
90,93,C,V,D7,0
93,96,C,I,M,0
96,99,G,I,M,0
99,102,G,#IV,d,0
102,105,G,V,D7,0
105,111,G,I,M,0
111,117,G,V,D7,0
117,120,G,I,M,0
120,123,G,I,M,0
123,126,G,#IV,d,0
126,129,G,V,D7,0
129,132,G,I,M,0
132,135,G,bIII,d,0
135,138,G,I,M,0
138,141,G,V,D7,0
141,144,G,I,M,0
144,147,F,I,M,0
147,153,F,V,D7,0
153,159,F,I,M,0
159,165,F,V,D7,0
165,168,F,I,M,0
168,171,F,I,M,0
171,177,F,V,D7,0
177,180,F,I,M,0
180,183,F,#IV,d,0
183,186,F,I,M,0
186,189,F,V,D7,0
189,192,F,I,M,0
