0,2,F,I,M,0
2,3,F,II,D7,0
3,4,F,V,D7,0
4,6,F,I,M,0
6,7,F,II,D7,0
7,8,F,V,D7,0
8,10,F,III,D7,0
10,12,F,VI,m,0
12,14,F,II,D7,0
14,16,F,V,D7,0
16,18,F,I,M,0
18,19,F,II,D7,0
19,20,F,V,D7,0
20,22,F,I,M,0
22,23,F,II,D7,0
23,24,F,V,D7,0
24,26,F,I,D7,0
26,28,F,IV,M,0
28,29,F,I,M,0
29,30,F,V,D7,0
30,31,F,I,M,0
31,63/2,F,I,M,0
63/2,32,F,V,D7,0
32,34,d,I,m,0
34,36,d,V,D7,0
36,38,d,I,D7,0
38,40,d,IV,m,0
40,42,d,IV,m,0
42,44,d,I,m,0
44,46,d,II,D7,0
46,48,d,V,D7,0
48,50,d,I,m,0
50,52,d,V,D7,0
52,54,d,I,D7,0
54,56,d,IV,m,0
56,58,d,IV,m,0
58,60,d,I,m,0
60,62,d,V,D7,0
62,64,d,I,m,0
64,65,Bb,I,M,0
65,66,Bb,VI,D7,0
66,135/2,Bb,II,m,0
135/2,68,Bb,V,D7,0
68,69,Bb,V,m7,0
69,70,Bb,I,D7,0
70,72,Bb,IV,M,0
72,73,Bb,IV,M,0
73,74,Bb,IV,m,0
74,301/4,Bb,I,M,0
301/4,76,Bb,VI,M,0
76,78,Bb,II,D7,0
78,157/2,Bb,V,M,0
157/2,79,Bb,IV,M,0
79,159/2,Bb,I,M,0
159/2,80,Bb,II,m,0
80,81,Bb,I,M,0
81,82,Bb,VI,D7,0
82,167/2,Bb,II,m,0
167/2,84,Bb,V,D7,0
84,85,Bb,V,m7,0
85,86,Bb,I,D7,0
86,88,Bb,IV,M,0
88,89,Bb,IV,M,0
89,90,Bb,IV,m,0
90,91,Bb,I,M,0
91,92,Bb,VI,m,0
92,93,Bb,II,m,0
93,94,Bb,V,D7,0
94,96,Bb,I,M,0
