1,3,F,I,M,0
3,5,F,#II,d,0
5,7,F,V,D7,0
7,9,F,I,M,0
9,11,F,III,D7,0
11,13,F,VI,m,0
13,15,F,II,D7,0
15,17,F,V,D7,0
17,19,F,I,M,0
19,21,F,#II,d,0
21,23,F,V,D7,0
23,25,F,I,M,0
25,26,F,IV,M,0
26,27,F,#IV,d,0
27,29,F,I,M,0
29,30,F,II,m,0
30,31,F,V,D7,0
31,32,F,I,M,0
32,33,F,V,D7,0
33,35,F,I,M,0
35,37,d,I,m,0
37,39,d,II,D7,0
39,41,d,V,D7,0
41,43,d,I,m,0
43,44,d,I,m,0
44,45,d,#VI,h7,0
45,46,d,V,M,0
46,47,d,#III,m,0
47,48,d,#VI,m,0
48,49,d,II,D7,0
49,51,d,V,D7,0
51,53,d,I,m,0
53,55,d,II,D7,0
55,57,d,V,D7,0
57,59,d,I,m,0
59,60,d,IV,m,0
60,61,d,IV,m,0
61,62,d,I,m,0
62,63,d,I,m,0
63,64,d,#VI,d,0
64,65,d,V,D7,0
65,67,d,I,m,0
67,69,d,I,m,0
69,71,Bb,I,M,0
71,73,Bb,I,M,0
73,75,Bb,I,M,0
75,77,Bb,VI,D7,0
77,79,Bb,II,m,0
79,81,Bb,II,m,0
81,83,Bb,V,D7,0
83,85,Bb,V,D7,0
85,87,Bb,I,M,0
87,89,Bb,I,M,0
89,91,Bb,I,M,0
91,93,Bb,VI,D7,0
93,95,Bb,II,m,0
95,97,Bb,#V,D7,0
97,98,Bb,I,M,0
98,99,Bb,VI,m,0
99,100,Bb,II,m,0
100,101,Bb,VI,D7,0
101,103,Bb,I,M,0
103,105,Bb,I,M,0
