1,5,D,V,D7,0
5,9,D,I,M,0
9,13,D,II,D7,0
13,16,D,V,D7,0
16,20,D,V,D7,0
20,24,D,I,M,0
24,27,D,II,D7,0
27,29,D,V,D7,0
29,31,D,V,D7,0
31,33,D,V,D7,0
33,35,D,V,D7,0
35,39,D,V,D7,0
39,40,D,V,D7,0
40,41,D,bVII,d,0
41,42,D,V,D7,0
42,43,D,I,d,0
43,45,D,V,D7,0
45,47,D,I,M,0
47,49,D,V,D7,0
49,51,D,V,D7,0
51,53,D,I,M,0
53,55,D,VI,m,0
55,57,D,V,M,0
57,59,D,II,D7,0
59,61,D,V,D7,0
61,63,D,I,M,0
63,65,D,V,D7,0
65,67,D,V,D7,0
67,69,D,I,M,0
69,71,D,#IV,d,0
71,73,D,I,M,0
73,75,D,V,D7,0
75,78,D,I,M,0
78,79,A,V,D7,0
79,81,A,V,D7,0
81,83,A,V,D7,0
83,85,A,I,M,0
85,86,A,I,M,0
86,87,A,V,D7,0
87,89,A,V,D7,0
89,90,A,V,D7,0
90,91,A,I,M,0
91,93,A,I,M,0
93,95,A,V,D7,0
95,98,A,V,D7,0
98,99,A,I,M,0
99,101,A,I,M,0
101,102,A,I,M,0
102,103,A,II,m,0
103,104,A,V,D7,0
104,105,A,I,M,0
105,106,A,VI,D7,0
106,107,A,II,D7,0
107,108,A,V,D7,0
108,109,A,I,M,0
109,112,A,I,M,0
112,114,A,I,D7,0
114,116,D,I,M,0
116,122,D,I,M,0
