1,0,6,c,I,m,0
3,6,12,c,IV,m,0
5,12,18,c,V,D7,0
7,18,24,c,I,m,0
9,24,30,c,IV,m,0
11,30,33,c,I,m,0
12,33,36,c,V,D7,0
13,36,39,c,I,m,0
14,39,48,c,V,D7,0
17,48,54,c,I,m,0
19,54,60,c,IV,m,0
21,60,66,c,V,D7,0
23,66,72,c,I,m,0
25,72,78,c,bII,M,0
27,78,84,c,I,m,0
29,84,87,c,VI,D7,0
30,87,90,c,V,D7,0
31,90,96,c,I,m,0
33,96,102,C,I,M,0
35,102,108,C,VI,m,0
37,108,114,C,V,D7,0
39,114,117,C,I,M,0
40,117,120,C,V,D7,0
41,120,126,C,I,M,0
43,126,129,C,IV,M,0
44,129,132,C,#IV,d,0
45,132,135,C,I,M,0
46,135,138,C,V,D7,0
47,138,144,C,I,M,0
49,144,150,C,I,M,0
51,150,156,C,V,D7,0
53,156,159,C,I,M,0
54,159,162,C,bIII,d,0
55,162,166,C,V,D7,0
56,166,168,C,IV,D7,0
57,168,174,C,III,D7,0
59,174,180,C,VI,m,0
61,180,186,C,II,D7,0
63,186,189,C,V,M,0
64,189,192,C,V,D7,0
65,192,198,C,I,M,0
67,198,204,C,V,D7,0
69,204,210,C,I,M,0
71,210,214,C,V,D7,0
72,214,216,C,IV,D7,0
73,216,222,C,III,D7,0
75,222,225,C,VI,m,0
76,225,228,C,#IV,d,0
77,228,231,C,I,M,0
78,231,234,C,V,D7,0
79,234,240,C,I,M,0
