3/4,19/4,c,III,M,0
19/4,35/4,c,V,D7,0
35/4,43/4,c,I,m,0
43/4,51/4,c,I,m,0
51/4,67/4,c,V,D7,0
67/4,91/4,c,I,m,0
91/4,107/4,c,V,D7,0
107/4,123/4,c,IV,m,0
123/4,131/4,c,IV,d,0
131/4,135/4,c,V,D7,0
135/4,139/4,c,I,m,0
139/4,147/4,c,IV,d,0
147/4,151/4,c,V,D7,0
151/4,155/4,c,I,m,0
155/4,163/4,c,V,D7,0
163/4,171/4,c,I,m,0
171/4,175/4,c,V,D7,0
175/4,179/4,c,I,D7,0
179/4,183/4,c,IV,m,0
183/4,187/4,c,I,D7,0
187/4,191/4,c,IV,m,0
191/4,195/4,c,V,D7,0
195/4,203/4,c,I,m,0
203/4,211/4,c,I,m,0
211/4,219/4,c,V,D7,0
219/4,227/4,c,V,D7,0
227/4,235/4,c,III,d,0
235/4,243/4,c,III,d,0
243/4,251/4,c,III,d,0
251/4,275/4,Eb,V,D7,0
275/4,283/4,Eb,V,D7,0
283/4,291/4,Eb,I,M,0
291/4,299/4,Eb,V,D7,0
299/4,307/4,Eb,I,M,0
307/4,315/4,Eb,V,D7,0
315/4,323/4,Eb,I,M,0
323/4,331/4,Eb,VI,D7,0
331/4,339/4,Eb,II,m,0
339/4,347/4,Eb,I,D7,0
347/4,355/4,Eb,IV,M,0
355/4,363/4,Eb,I,d,0
363/4,371/4,Eb,I,d,0
371/4,379/4,Eb,I,d,0
379/4,387/4,Eb,I,d,0
387/4,397/4,Eb,V,D7,0
397/4,401/4,Eb,I,M,0
401/4,405/4,Eb,V,D7,0
405/4,409/4,Eb,I,M,0
409/4,415/4,Eb,II,m,0
415/4,417/4,Eb,V,D7,0
417/4,419/4,Eb,V,D7,0
419/4,421/4,Eb,V,D7,0
421/4,423/4,Eb,V,D7,0
423/4,425/4,Eb,V,D7,0
425/4,427/4,Eb,V,D7,0
427/4,431/4,Eb,I,M,0
431/4,435/4,Eb,V,D7,0
435/4,439/4,Eb,I,M,0
439/4,443/4,Eb,II,m,0
443/4,447/4,Eb,I,M,0
447/4,451/4,Eb,V,D7,0
451/4,459/4,Eb,I,M,0
459/4,467/4,Eb,I,M,0
467/4,475/4,Eb,I,M,0
475/4,120,Eb,I,M,0
120,483/4,Eb,V,D7,0
483/4,122,Eb,I,M,0
122,491/4,Eb,V,D7,0
491/4,124,Eb,I,M,0
124,499/4,Eb,V,D7,0
499/4,515/4,Eb,I,M,0
