2,2,4,d,I,m7,0
3,4,6,d,II,D7,0
4,6,8,d,V,D7,0
5,8,10,d,I,m7,0
6,10,12,d,II,D7,0
7,12,14,d,V,m7,0
8,14,16,d,II,D7,0
9,16,18,d,V,D7,0
10,18,20,d,I,m7,0
11,20,22,d,II,D7,0
12,22,24,d,V,D7,0
13,24,26,d,I,m7,0
14,26,28,d,I,D7,0
15,28,30,d,bII,D7,0
16,30,31,d,I,m,0
16,31,32,d,V,D7,0
17,32,33,d,I,m,0
17,33,34,d,V,D7,0
18,34,69/2,d,I,m,0
18,69/2,35,d,bI,D7,0
18,35,36,d,VII,D7,0
19,36,38,F,I,M,0
20,38,40,F,II,D7,0
21,40,42,F,V,D7,0
22,42,44,F,I,M,0
23,44,45,F,VI,m7,0
23,45,46,F,II,D7,0
24,46,48,F,V,M,0
25,48,50,F,II,D7,0
26,50,52,F,V,D7,0
27,52,54,F,I,M,0
28,54,56,F,II,D7,0
29,56,58,F,V,D7,0
30,58,60,F,I,M,0
31,60,62,F,I,D7,0
32,62,64,F,#I,D7,0
33,64,65,F,V,D7,0
33,65,66,F,V,D7,0
34,66,67,F,I,M,0
34,67,68,F,V,D7,0
35,68,69,F,I,M,0
35,69,70,F,III,D7,0
36,70,71,F,VI,m,0
36,71,72,F,III,D7,0
37,72,74,D,I,M,0
38,74,76,D,II,D7,0
39,76,78,D,V,D7,0
40,78,80,D,I,M,0
41,80,82,D,III,D7,0
42,82,84,D,VI,m7,0
43,84,86,D,II,D7,0
44,86,88,D,V,D7,0
45,88,90,D,I,M,0
46,90,92,D,II,D7,0
47,92,94,D,III,D7,0
48,94,95,D,VI,m7,0
48,95,96,D,bIII,D7,0
49,96,98,D,bVI,M,0
50,98,100,D,bVI,M,0
51,100,101,D,bVI,M,0
51,101,102,D,V,D7,0
52,102,103,D,I,M,0
52,103,104,D,V,D7,0
53,104,105,D,I,M,0
53,105,106,D,V,D7,0
54,106,108,D,I,M,0
