0,3,D,I,M,0
3,6,D,I,D7,0
6,9,D,IV,M,0
9,15,D,I,M,0
15,18,D,I,M,0
18,21,D,IV,M,0
21,24,D,I,M,0
24,27,D,bIII,M,0
27,30,D,bVII,D7,0
30,33,D,bIII,M,0
33,36,D,III,d,0
36,39,D,V,M,0
39,42,D,II,D7,0
42,45,D,V,M,0
45,48,D,V,D7,0
48,51,D,I,M,0
51,54,D,I,D7,0
54,57,D,IV,M,0
57,63,D,I,M,0
63,66,D,I,M,0
66,69,D,IV,M,0
69,72,D,I,M,0
72,78,D,III,D7,0
78,81,D,VI,m,0
81,84,D,bIII,d,0
84,87,D,I,M,0
87,90,D,V,D7,0
90,93,D,I,M,0
93,96,D,I,M,0
96,99,b,I,m,0
99,102,b,IV,m,0
102,105,b,IV,d,0
105,108,b,I,m,0
108,111,b,IV,m,0
111,114,b,I,m,0
114,117,b,V,D7,0
117,120,b,I,m,0
120,123,b,I,m,0
123,126,b,bII,M,0
126,129,b,V,D7,0
129,132,b,I,m,0
132,135,b,IV,m,0
135,138,b,I,m,0
138,140,b,II,D7,0
140,141,b,V,D7,0
141,144,b,I,m,0
144,146,D,I,M,0
146,147,D,I,D7,0
147,153,G,I,M,0
153,156,G,I,d,0
156,159,G,I,d,0
159,162,G,V,D7,0
162,165,G,V,D7,0
165,171,G,I,M,0
171,177,G,#IV,m,0
177,180,G,III,m,0
180,183,G,III,m,0
183,186,G,#IV,D7,0
186,189,G,VII,D7,0
189,192,G,III,m,0
192,195,G,V,D7,0
195,201,G,I,M,0
201,204,G,IV,M,0
204,207,G,VI,D7,0
207,210,G,II,m,0
210,213,G,IV,M,0
213,216,G,bVII,M,0
216,219,G,bVII,M,0
219,225,G,III,D7,0
225,228,G,VI,m,0
228,231,G,I,d,0
231,234,G,I,M,0
234,237,G,V,D7,0
237,246,G,I,M,0
