1,2,F,bVII,M,0
2,3,F,VII,d,0
3,5,F,IV,M,0
5,6,F,V,D7,0
6,7,F,I,D7,0
7,15/2,F,IV,M,0
15/2,8,F,#IV,d,0
8,9,F,V,D7,0
9,10,F,I,M,0
10,11,F,V,D7,0
11,15,F,I,M,0
15,18,F,II,m,0
18,19,F,VI,D7,0
19,21,F,II,m,0
21,23,F,V,D7,0
23,95/4,F,#II,d,0
95/4,29,F,I,M,0
29,31,F,VI,D7,0
31,33,F,II,m,0
33,34,F,IV,M,0
34,35,F,#IV,d,0
35,37,F,I,M,0
37,38,F,II,D7,0
38,39,F,V,D7,0
39,43,F,I,M,0
43,45,C,V,D7,0
45,183/4,C,#II,d,0
183/4,47,C,I,M,0
47,49,C,VI,D7,0
49,51,C,II,m,0
51,53,C,IV,M,0
53,55,C,I,M,0
55,57,C,V,D7,0
57,231/4,C,#II,d,0
231/4,65,C,I,M,0
65,67,Bb,V,D7,0
67,69,Bb,I,M,0
69,71,Bb,III,D7,0
71,73,Bb,VI,m,0
73,74,Bb,IV,M,0
74,75,Bb,#IV,d,0
75,77,Bb,I,M,0
77,79,Bb,V,D7,0
79,319/4,Bb,#II,d,0
319/4,81,Bb,I,M,0
81,83,Bb,V,D7,0
83,85,Bb,I,M,0
85,87,Bb,III,D7,0
87,89,Bb,VI,D7,0
89,90,Bb,IV,M,0
90,91,Bb,#IV,d,0
91,93,Bb,I,M,0
93,94,Bb,II,D7,0
94,95,Bb,V,D7,0
95,191/2,Bb,I,M,0
191/2,96,Bb,#I,d,0
96,97,Bb,II,D7,0
