0,4,C,I,M,0
4,5,C,II,m,0
5,8,C,II,m,0
8,12,C,V,D7,0
12,16,C,I,M,0
16,24,C,V,M,0
24,25,C,II,M,0
25,26,C,II,D7,0
26,29,C,V,M,0
29,30,C,II,M,0
30,31,C,IV,M,0
31,32,C,II,M,0
32,36,C,I,M,0
36,37,C,II,m,0
37,40,C,VI,M,0
40,44,C,V,D7,0
44,45,C,I,M,0
45,48,C,V,M,0
48,52,C,IV,M,0
52,53,C,V,M,0
53,56,C,I,M,0
56,57,C,II,m,0
57,60,C,V,M,0
60,243/4,C,VI,m,0
243/4,61,C,I,M,0
61,62,C,I,M,0
62,63,C,IV,M,0
63,64,C,VI,m,0
64,68,C,III,M,0
68,72,C,VI,m,0
72,73,C,II,M,0
73,76,C,II,D7,0
76,80,C,V,unknown,0
80,84,C,V,D7,0
84,85,C,III,d,0
85,88,C,I,M,0
88,92,C,V,D7,0
92,93,C,I,M,0
93,94,C,I,M,0
94,98,C,I,M,0
98,102,C,IV,M,0
102,103,C,I,M,0
103,106,C,V,M,0
106,110,C,bVII,M,0
110,114,C,VI,M,0
114,118,C,bVII,M,0
118,119,C,I,M,0
119,121,C,IV,M,0
121,122,C,I,M,0
122,126,C,V,D7,0
126,130,C,I,D7,0
130,134,C,IV,M,0
134,135,C,I,M,0
135,138,C,V,M,0
138,141,C,bVII,M,0
141,142,C,II,m,0
142,146,C,VI,M,0
146,150,C,bVII,M,0
150,151,C,I,M,0
151,153,C,IV,M,0
153,154,C,I,M,0
154,155,C,V,M,0
155,158,C,I,M,0
158,160,C,IV,M,0
160,168,C,V,M,0
