1/4,1,C,V,m,0
1,2,Bb,II,D7,0
2,3,Bb,#IV,d,0
3,5,Bb,VI,D7,0
5,21/4,Bb,VI,unknown,0
21/4,6,Bb,VI,m,0
6,7,Bb,V,D7,0
7,9,Bb,II,D7,0
9,37/4,F,I,M,0
37/4,10,F,I,M,0
10,11,F,V,D7,0
11,15,F,I,M,0
15,17,F,II,m,0
17,18,F,#V,d,0
18,19,F,VI,D7,0
19,21,F,II,m,0
21,23,F,V,D7,0
23,95/4,F,I,unknown,0
95/4,25,F,I,D7,0
25,27,F,V,M,0
27,29,F,I,M,0
29,31,F,VI,D7,0
31,33,F,II,unknown,0
33,34,F,IV,unknown,0
34,35,F,II,D7,0
35,37,F,I,M,0
37,38,F,II,D7,0
38,39,F,V,D7,0
39,41,F,I,M,0
41,43,F,II,D7,0
43,45,C,VI,unknown,0
45,47,C,VI,D7,0
47,49,C,II,m,0
49,51,C,IV,D7,0
51,55,C,I,M,0
55,57,C,V,M,0
57,61,C,I,M,0
61,63,C,IV,D7,0
63,65,Bb,I,M,0
65,67,Bb,III,D7,0
67,69,Bb,VI,m,0
69,71,Bb,II,D7,0
71,73,Bb,I,M,0
73,75,Bb,V,D7,0
75,77,Bb,I,unknown,0
77,79,Bb,V,D7,0
79,81,Bb,I,M,0
81,83,Bb,#V,d7,0
83,85,Bb,VI,D7,0
85,87,Bb,II,D7,0
87,89,Bb,VI,D7,0
89,357/4,Bb,VI,unknown,0
357/4,90,Bb,VI,m,0
90,91,Bb,V,D7,0
91,97,Bb,II,D7,0
