1/4,1,C,VI,M,0
1,3,A,V,D7,0
3,5,A,I,M,0
5,7,A,V,D7,0
7,9,A,I,M,0
9,11,A,V,D7,0
11,13,A,I,M,0
13,15,A,II,D7,0
15,19,A,V,D7,0
19,21,A,I,M,0
21,23,A,V,D7,0
23,25,A,I,M,0
25,27,A,#I,d7,0
27,28,A,II,unknown,0
28,29,A,VII,h7,0
29,30,A,I,M,0
30,31,A,V,D7,0
31,33,A,I,M,0
33,133/4,A,III,unknown,0
133/4,35,A,III,D7,0
35,37,A,IV,M7,0
37,149/4,A,V,unknown,0
149/4,159/4,A,V,D7,0
159/4,41,A,I,M7,0
41,43,A,#IV,d7,0
43,45,A,I,M,0
45,46,A,II,D7,0
46,47,A,V,D7,0
47,49,A,I,M,0
49,197/4,A,III,unknown,0
197/4,51,A,III,D7,0
51,53,A,IV,M7,0
53,213/4,A,V,unknown,0
213/4,223/4,A,V,D7,0
223/4,57,A,I,M7,0
57,59,A,#IV,d7,0
59,61,A,I,M,0
61,62,A,V,M,0
62,63,A,V,D7,0
63,65,A,I,M,0
65,66,A,I,D7,0
66,67,A,I,D7,0
67,68,A,VI,d7,0
68,69,A,I,d7,0
69,71,A,VII,M,0
71,73,A,I,M,0
73,76,A,I,D7,0
76,77,A,VI,m,0
77,79,A,VII,M,0
79,81,A,I,M,0
81,327/4,D,V,unknown,0
327/4,85,D,V,D7,0
85,89,D,I,M,0
89,359/4,D,II,unknown,0
359/4,91,D,II,D7,0
91,367/4,D,V,unknown,0
367/4,95,D,V,D7,0
95,97,D,I,M,0
97,391/4,D,V,unknown,0
391/4,101,D,V,D7,0
101,103,D,I,M,0
103,413/4,D,I,unknown,0
413/4,105,D,I,D7,0
105,106,D,II,m7,0
106,107,D,#IV,d7,0
107,108,D,V,unknown,0
108,109,D,V,D7,0
109,110,D,I,unknown,0
110,111,D,V,M,0
111,123,D,I,M,0
