1/4,1,C,VI,M,0
1,3,C,III,D7,0
3,5,C,VI,M,0
5,7,C,III,D7,0
7,9,C,VI,M,0
9,10,C,II,M,0
10,12,C,III,M,0
12,13,C,VI,M,0
13,15,C,VII,M,0
15,17,C,III,M,0
17,18,C,II,M,0
18,19,C,III,M,0
19,21,C,VI,M,0
21,23,C,III,D7,0
23,25,C,VI,M,0
25,26,C,#I,d,0
26,27,C,#IV,M,0
27,29,C,#V,d,0
29,33,C,VI,M,0
33,34,C,VII,m,0
34,37,C,#I,M,0
37,38,C,VII,m,0
38,41,C,III,M,0
41,43,C,VII,D7,0
43,44,C,VI,M,0
44,45,C,#IV,m,0
45,46,C,VII,M,0
46,47,C,III,M,0
47,49,C,VI,M,0
49,50,C,VII,m,0
50,53,C,#I,M,0
53,54,C,VII,m,0
54,57,C,III,M,0
57,58,C,#II,d7,0
58,59,C,VII,D7,0
59,60,C,#IV,m,0
60,61,C,VI,M,0
61,62,C,II,m,0
62,63,C,III,M,0
63,65,C,VI,M,0
65,67,C,VI,D7,0
67,69,C,#IV,d7,0
69,279/4,C,#V,d7,0
279/4,71,C,#V,d,0
71,72,C,VI,M,0
72,73,C,VI,M,0
73,77,C,VI,D7,0
77,79,C,#V,M,0
79,81,C,VI,M,0
81,85,C,III,M,0
85,89,C,VI,M,0
89,91,C,III,M,0
91,95,C,bII,M,0
95,96,C,VI,M,0
96,97,C,VII,m,0
97,101,C,VII,D7,0
101,103,C,#V,d,0
103,105,C,III,M,0
105,107,C,III,D7,0
107,111,C,VI,M,0
111,123,C,II,M,0
