0,2,C,I,M,0
2,3,C,V,M,0
3,4,C,II,m,0
4,6,C,V,M,0
6,10,C,I,M,0
10,12,C,II,m,0
12,13,C,II,M,0
13,14,C,VII,d,0
14,17,C,I,M,0
17,18,C,VI,m,0
18,19,C,#IV,d,0
19,20,C,IV,M,0
20,21,C,II,M,0
21,22,C,VII,d,0
22,24,C,I,M,0
24,26,C,#IV,d,0
26,28,C,V,D7,0
28,29,C,II,M,0
29,31,C,I,M,0
31,32,C,VI,m,0
32,34,C,V,M,0
34,36,C,#V,d,0
36,38,C,III,m,0
38,39,C,#II,d,0
39,41,C,VII,M,0
41,42,C,VII,M,0
42,44,C,VI,D7,0
44,46,C,II,M,0
46,47,C,VII,unknown,0
47,50,C,VII,M,0
50,51,C,#I,d,0
51,52,C,VI,m,0
52,54,C,VII,M,0
54,55,C,VI,D7,0
55,56,C,V,M,0
56,58,C,#I,d,0
58,61,C,II,M,0
61,257/4,C,III,m,0
257/4,65,C,IV,M,0
65,66,C,II,D7,0
66,67,C,V,M,0
67,69,C,III,m,0
69,70,C,II,D7,0
70,71,C,II,m,0
71,74,C,II,D7,0
74,78,C,I,M,0
78,79,C,IV,M,0
79,82,C,II,m7,0
82,83,C,II,M,0
83,85,C,bIII,M,0
85,86,C,VI,D7,0
86,88,C,V,M,0
88,90,C,#I,d,0
90,93,C,II,D7,0
93,94,C,I,M,0
94,95,C,IV,M,0
95,96,C,I,unknown,0
