0,13/4,C,II,m,0
13/4,21/4,C,III,d,0
21/4,29/4,C,III,d,0
29/4,37/4,C,II,m,0
37/4,45/4,C,II,m,0
45/4,49/4,C,V,m,0
49/4,53/4,C,IV,M,0
53/4,61/4,C,V,m,0
61/4,77/4,C,II,m,0
77/4,81/4,C,I,D7,0
81/4,85/4,C,III,d,0
85/4,93/4,C,I,M,0
93/4,105/4,C,II,m,0
105/4,107/4,C,II,unknown,0
107/4,109/4,C,II,M,0
109/4,113/4,C,bVII,M,0
113/4,117/4,C,V,m,0
117/4,133/4,C,VI,M,0
133/4,137/4,C,II,M,0
137/4,141/4,C,#IV,m,0
141/4,149/4,C,VII,m,0
149/4,157/4,C,III,m,0
157/4,165/4,C,VI,M,0
165/4,181/4,C,II,M,0
181/4,189/4,C,II,M,0
189/4,197/4,C,VI,M,0
197/4,201/4,C,II,m,0
201/4,205/4,C,V,m,0
205/4,209/4,C,II,m,0
209/4,213/4,C,IV,M,0
213/4,217/4,C,IV,M,0
217/4,221/4,C,I,M,0
221/4,225/4,C,II,D7,0
225/4,229/4,C,II,M,0
229/4,237/4,C,bVII,M,0
237/4,245/4,C,VI,d,0
245/4,253/4,C,II,M,0
253/4,261/4,C,V,M,0
261/4,269/4,C,I,M,0
269/4,273/4,C,bVII,M,0
273/4,277/4,C,IV,M,0
277/4,285/4,C,I,unknown,0
285/4,293/4,C,I,m,0
293/4,301/4,C,bVII,unknown,0
301/4,321/4,C,I,m,0
321/4,325/4,C,VI,d,0
325/4,329/4,C,bVII,M,0
329/4,333/4,C,VII,m,0
333/4,349/4,C,II,m,0
