0,2,C,I,M,0
2,3,C,III,m,0
3,4,C,II,m,0
4,6,C,V,D7,0
6,8,C,I,unknown,0
8,10,C,VI,D7,0
10,12,C,II,m,0
12,14,C,V,D7,0
14,29/2,C,I,unknown,0
29/2,18,C,I,M,0
18,20,C,II,m,0
20,22,C,#V,d7,0
22,24,C,II,D7,0
24,26,C,#II,d7,0
26,27,C,I,M,0
27,28,C,VI,D7,0
28,29,C,II,M,0
29,30,C,V,D7,0
30,32,C,I,M,0
32,34,G,I,M,0
34,36,G,II,unknown,0
36,145/4,G,V,M,0
145/4,38,G,V,D7,0
38,42,G,I,M,0
42,44,G,II,D7,0
44,46,G,V,D7,0
46,50,G,I,M,0
50,52,G,II,unknown,0
52,54,G,III,M,0
54,56,G,VI,m,0
56,58,G,#IV,d,0
58,233/4,G,I,M,0
233/4,60,G,I,M,0
60,62,G,V,D7,0
62,64,G,I,M,0
64,66,F,VI,m7,0
66,68,F,II,D7,0
68,70,F,V,M,0
70,72,F,VI,m,0
72,74,F,VI,D7,0
74,76,F,II,M,0
76,78,F,V,D7,0
78,313/4,F,VI,unknown,0
313/4,82,F,VI,m7,0
82,84,F,VII,h7,0
84,86,F,III,D7,0
86,88,F,VI,unknown,0
88,90,F,#II,d7,0
90,92,F,VI,m7,0
92,94,F,V,D7,0
94,96,F,I,M,0
