0,1,C,III,unknown,0
1,2,C,VI,M,0
2,3,C,#V,d,0
3,5,C,VI,D7,0
5,6,C,VI,M,0
6,7,C,VI,M,0
7,9,C,II,M,0
9,11,C,V,M,0
11,12,C,III,unknown,0
12,13,C,III,D7,0
13,15,C,VI,M,0
15,16,C,III,M,0
16,17,C,VI,M,0
17,18,C,VI,M,0
18,21,C,VI,M,0
21,23,C,II,M,0
23,24,C,VI,M,0
24,25,C,V,M,0
25,26,C,II,M,0
26,27,C,#IV,M,0
27,29,C,VI,M,0
29,30,C,#I,d,0
30,31,C,VII,M,0
31,33,C,#I,d,0
33,34,C,VI,D7,0
34,35,C,II,M,0
35,37,C,III,m,0
37,38,C,VI,M,0
38,39,C,VII,M,0
39,41,C,III,m,0
41,42,C,V,M,0
42,43,C,III,M,0
43,45,C,VI,M,0
45,47,C,II,M,0
47,49,C,III,m,0
49,51,C,VI,D7,0
51,52,C,III,m,0
52,53,C,#IV,m,0
53,54,C,II,M,0
54,55,C,II,M,0
55,57,C,VI,M,0
57,58,C,VI,M,0
58,59,C,III,M,0
59,64,C,VI,M,0
64,65,C,III,m,0
65,67,C,VI,D7,0
67,68,C,III,m,0
68,69,C,#IV,M,0
69,71,C,VII,m,0
71,72,C,II,M,0
72,73,C,II,M,0
73,78,C,II,M,0
78,79,C,III,M,0
79,82,C,III,D7,0
82,83,C,VI,M,0
83,86,C,VI,M,0
86,90,C,III,D7,0
90,94,C,VI,M,0
94,95,C,III,M,0
95,98,C,III,D7,0
98,99,C,VI,M,0
99,102,C,VI,M,0
102,103,C,III,D7,0
103,105,C,III,M,0
105,106,C,VI,M,0
106,107,C,#V,d,0
107,108,C,III,M,0
108,110,C,VI,M,0
110,111,C,II,M,0
111,115,C,VI,M,0
115,118,C,II,M,0
118,119,C,VI,M,0
119,122,C,III,M,0
