0,1,C,V,M,0
1,7,C,I,M,0
7,9,C,VII,d7,0
9,11,C,I,M,0
11,15,C,V,D7,0
15,16,C,I,M,0
16,17,C,V,D7,0
17,21,C,I,M,0
21,85/4,C,I,M,0
85/4,23,C,I,D7,0
23,25,C,IV,M,0
25,26,C,#IV,d,0
26,27,C,I,m,0
27,29,C,I,M,0
29,117/4,C,II,unknown,0
117/4,30,C,II,D7,0
30,31,C,V,D7,0
31,32,C,I,M,0
32,33,C,II,D7,0
33,38,C,V,M,0
38,39,D,#IV,d,0
39,40,D,V,m,0
40,41,D,II,D7,0
41,167/4,D,II,unknown,0
167/4,43,D,II,D7,0
43,45,D,V,unknown,0
45,47,D,I,D7,0
47,53,D,IV,M,0
53,213/4,D,II,unknown,0
213/4,55,D,II,D7,0
55,57,D,V,m,0
57,58,D,III,h7,0
58,59,D,VII,d,0
59,61,D,IV,M,0
61,62,D,V,M,0
62,63,D,I,D7,0
63,64,D,IV,M,0
64,65,D,IV,D7,0
65,69,D,bVII,M,0
69,71,D,I,m7,0
71,73,F,I,M,0
73,75,F,II,m,0
75,76,F,IV,M,0
76,77,F,VII,d,0
77,78,F,VII,h7,0
78,81,F,V,D7,0
81,83,F,VI,m,0
83,84,F,V,M,0
84,85,F,VII,h7,0
85,87,F,III,M,0
87,89,F,VI,m,0
89,91,F,III,D7,0
91,92,F,IV,M,0
92,93,F,VII,d7,0
93,95,F,I,M,0
95,96,F,II,m,0
96,97,F,V,D7,0
97,98,F,I,M,0
98,107,F,II,unknown,0
