0,8,C,I,M,0
8,9,C,V,M,0
9,15,C,I,M,0
15,17,C,#IV,d,0
17,24,C,II,M,0
24,32,C,VI,M,0
32,33,C,V,M,0
33,35,C,II,M,0
35,36,C,III,m,0
36,39,C,#IV,M,0
39,41,C,VI,M,0
41,42,C,#VI,d,0
42,56,C,VII,m,0
56,57,C,V,M,0
57,59,C,II,M,0
59,60,C,III,M,0
60,63,C,I,M,0
63,72,C,III,m,0
72,77,C,V,M,0
77,78,C,#IV,d,0
78,81,C,II,M,0
81,83,C,V,unknown,0
83,84,C,#IV,d,0
84,105,C,III,m,0
105,108,C,II,M,0
108,111,C,II,D7,0
111,122,C,VI,M,0
122,123,C,III,M,0
123,129,C,III,m,0
129,131,C,II,M,0
131,132,C,III,M,0
132,134,C,II,M,0
134,135,C,#V,d,0
135,146,C,VI,M,0
146,147,C,III,M,0
147,153,C,III,m,0
153,156,C,II,M,0
156,159,C,II,D7,0
159,170,C,VI,M,0
170,171,C,III,M,0
171,173,C,IV,M,0
173,174,C,III,M,0
174,182,C,V,M,0
182,183,C,V,M,0
183,192,C,II,M,0
192,195,C,V,M,0
195,198,C,VI,M,0
198,204,C,I,M,0
204,207,C,V,M,0
207,210,C,VI,m,0
210,219,C,I,M,0
219,451/2,C,IV,M,0
451/2,228,C,VI,m,0
228,231,C,V,unknown,0
231,234,C,#IV,d,0
234,469/2,C,V,unknown,0
469/2,237,C,V,M,0
237,240,C,V,D7,0
240,243,C,V,M,0
243,246,C,#IV,d,0
246,252,C,IV,M,0
252,507/2,C,V,unknown,0
507/2,255,C,V,M,0
255,258,C,VI,m,0
258,259,C,V,M,0
259,264,C,I,M,0
264,267,C,III,M,0
267,270,C,II,m,0
270,273,C,III,M,0
273,278,C,V,M,0
278,279,C,I,M,0
279,282,C,V,M,0
282,288,C,I,M,0
