0,3,C,II,M,0
3,6,C,II,M,0
6,7,C,V,M,0
7,8,C,II,M,0
8,9,C,III,m,0
9,12,C,II,M,0
12,15,C,VI,M,0
15,18,C,II,M,0
18,21,C,V,M,0
21,24,C,II,M,0
24,27,C,II,d,0
27,30,C,IV,M,0
30,33,C,I,M,0
33,39,C,VI,M,0
39,42,C,II,M,0
42,48,C,VI,M,0
48,51,C,II,M,0
51,54,C,VI,M,0
54,56,C,II,M,0
56,57,C,#I,d,0
57,60,C,II,M,0
60,66,C,VI,M,0
66,69,C,V,M,0
69,72,C,II,M,0
72,73,C,III,m,0
73,74,C,#IV,M,0
74,78,C,#IV,M,0
78,80,C,#I,d,0
80,84,C,VI,M,0
84,86,C,II,M,0
86,90,C,VI,M,0
90,92,C,II,M,0
92,99,C,II,M,0
99,102,C,III,m,0
102,105,C,III,M,0
105,217/2,C,II,M,0
217/2,109,C,#IV,M,0
109,111,C,VI,M,0
111,114,C,VI,M,0
114,116,C,VII,m,0
116,117,C,#VI,d,0
117,120,C,VII,m,0
120,123,C,#IV,M,0
123,126,C,III,m,0
126,129,C,III,M,0
129,265/2,C,II,M,0
265/2,133,C,#IV,M,0
133,135,C,#I,d,0
135,136,C,#IV,M,0
136,138,C,VII,m,0
138,139,C,VI,M,0
139,144,C,III,M,0
144,147,C,II,M,0
147,149,C,V,M,0
149,151,C,V,M,0
151,152,C,#VI,d,0
152,158,C,III,m,0
158,161,C,III,M,0
161,162,C,VI,M,0
162,164,C,III,M,0
164,170,C,VI,M,0
170,171,C,II,M,0
171,173,C,V,M,0
173,174,C,VII,m,0
174,175,C,#VI,d,0
175,182,C,VII,m,0
182,186,C,#IV,M,0
186,189,C,VI,M,0
189,190,C,VII,m,0
190,192,C,#VI,d,0
192,195,C,II,M,0
195,197,C,V,M,0
197,198,C,V,M,0
198,206,C,I,M,0
206,207,C,III,m,0
207,209,C,VI,M,0
209,211,C,I,M,0
211,212,C,V,M,0
212,218,C,I,M,0
218,219,C,III,m,0
219,221,C,VII,M,0
221,225,C,VII,M,0
225,231,C,II,M,0
231,234,C,V,M,0
234,236,C,II,M,0
236,243,C,V,M,0
