3/2,2,d,V,M,0
2,4,d,I,unknown,0
4,6,d,II,D7,0
6,8,d,V,M,0
8,10,d,I,m,0
10,12,d,II,D7,0
12,14,d,V,m,0
14,16,d,II,M,0
16,18,d,V,D7,0
18,20,d,I,m,0
20,22,d,II,M,0
22,24,d,V,M,0
24,30,d,I,m,0
30,32,d,V,M,0
32,33,d,I,m,0
33,34,d,VII,D7,0
34,36,d,VII,M,0
36,38,F,II,D7,0
38,40,F,V,D7,0
40,42,F,I,M,0
42,43,F,V,M,0
43,44,F,II,D7,0
44,46,F,V,M,0
46,48,F,II,D7,0
48,50,F,V,D7,0
50,52,F,I,M,0
52,54,F,II,D7,0
54,56,F,V,D7,0
56,58,F,I,M,0
58,60,F,I,D7,0
60,62,F,#I,m,0
62,63,F,I,M,0
63,64,F,V,M,0
64,65,F,I,M,0
65,66,F,III,D7,0
66,68,F,III,unknown,0
68,70,F,VI,M,0
70,72,F,VII,M7,0
72,74,D,V,D7,0
74,76,D,V,M,0
76,78,D,III,D7,0
78,80,D,VI,m,0
80,82,D,II,D7,0
82,84,D,V,D7,0
84,86,D,I,M,0
86,88,D,II,m,0
88,90,D,III,D7,0
90,92,D,V,M,0
92,96,D,bVI,M,0
96,98,D,V,M,0
98,99,D,I,M,0
99,100,D,V,D7,0
100,108,D,I,M,0
